Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Begin Path
4538	Spectrogram 1	1	53137.893587712	53137.924163007	1154.1	1154.1	0.031	0.0	-74.5	
4539	Spectrogram 1	1	53140.733337227	53140.929313113	1131.7	1131.7	0.196	0.0	-72.4	
4540	Spectrogram 1	1	53142.961330835	53143.138481426	1131.7	1131.7	0.177	0.0	-65.5	
4541	Spectrogram 1	1	53144.864746194	53144.969246194	1120.4	1120.4	0.105	0.0	-67.6	
4542	Spectrogram 1	1	53634.921897708	53635.014647708	1120.4	1120.4	0.093	0.0	-67.8	
4543	Spectrogram 1	1	53638.337300768	53638.430300768	1210.1	1210.1	0.093	0.0	-66.5	
4544	Spectrogram 1	1	53640.884071443	53640.945222034	1389.4	1395.0	0.061	5.6	-64.5	
4545	Spectrogram 1	1	53645.246034546	53645.276609841	1417.4	1417.4	0.031	0.0	-57.0	
4546	Spectrogram 1	1	53649.523847057	53649.628347057	1395.0	1395.0	0.104	0.0	-68.7	
4547	Spectrogram 1	1	53652.878349526	53652.982849526	1305.3	1305.3	0.105	0.0	-75.0	
4548	Spectrogram 1	1	53655.786746679	53655.786746679	1260.5	1260.5	0.000	0.0	-74.3	
4549	Spectrogram 1	1	53630.028290892	53630.028290892	1282.9	1282.9	0.000	0.0	-67.4	
4550	Spectrogram 1	1	53632.484359795	53632.545510386	1019.6	1019.6	0.061	0.0	-61.9	
4551	Spectrogram 1	1	53637.683855872	53637.776605872	862.7	862.7	0.093	0.0	-64.4	
4552	Spectrogram 1	1	53642.194942498	53642.194942498	627.5	627.5	0.000	0.0	-71.5	
4553	Spectrogram 1	1	53648.545573913	53648.650073913	543.4	543.4	0.105	0.0	-76.5	
4554	Spectrogram 1	1	53832.878816505	53832.909391801	1120.4	1120.4	0.031	0.0	-77.4	
4555	Spectrogram 1	1	53839.889330304	53839.889330304	1154.1	1154.1	0.000	0.0	-91.3	
4556	Spectrogram 1	1	53844.729248133	53844.894898723	1165.3	1165.3	0.166	0.0	-71.4	
4557	Spectrogram 1	1	53848.083500602	53848.114075897	1002.8	1002.8	0.031	0.0	-81.5	
4558	Spectrogram 1	1	53849.879687121	53849.879687121	616.2	616.2	0.000	0.0	-62.6	
4559	Spectrogram 1	1	53844.592881001	53844.697381001	420.2	420.2	0.105	0.0	-74.3	
4560	Spectrogram 1	1	53839.783529608	53839.783529608	532.2	532.2	0.000	0.0	-80.5	
4561	Spectrogram 1	1	53837.162825366	53837.267325366	638.7	638.7	0.105	0.0	-73.9	
4562	Spectrogram 1	1	54028.481292392	54028.481292392	1322.1	1322.1	0.000	0.0	-71.9	
4563	Spectrogram 1	1	54032.677854903	54032.770854903	1299.7	1299.7	0.093	0.0	-71.8	
4564	Spectrogram 1	1	54038.177655115	54038.373881001	1327.7	1327.7	0.196	0.0	-72.5	
4565	Spectrogram 1	1	54043.975632986	54044.202434167	1310.9	1310.9	0.227	0.0	-71.8	
4566	Spectrogram 1	1	54048.435623155	54048.589773746	1266.1	1266.1	0.154	0.0	-67.0	
4567	Spectrogram 1	1	54031.838255978	54032.022981864	627.5	627.5	0.185	0.0	-72.3	
4568	Spectrogram 1	1	54038.255315052	54038.543266824	616.2	621.8	0.288	5.6	-66.9	
4569	Spectrogram 1	1	54043.185684652	54043.504211719	661.1	666.7	0.319	5.6	-69.2	
4570	Spectrogram 1	1	54046.837943028	54047.034168914	700.3	700.3	0.196	0.0	-77.7	
4571	Spectrogram 1	1	54050.514725518	54050.619225518	717.1	717.1	0.105	0.0	-74.9	
4572	Spectrogram 1	1	54540.153635894	54540.258135894	1266.1	1266.1	0.105	0.0	-63.6	
4573	Spectrogram 1	1	54545.708285515	54545.708285515	1210.1	1210.1	0.000	0.0	-73.4	
4574	Spectrogram 1	1	54549.758022731	54549.912173322	1210.1	1210.1	0.154	0.0	-67.8	
4575	Spectrogram 1	1	54553.465380517	54553.741832289	1226.9	1232.5	0.276	5.6	-65.1	
4576	Spectrogram 1	1	54558.708828366	54558.843903661	1182.1	1182.1	0.135	0.0	-66.9	
4577	Spectrogram 1	1	54542.551015324	54542.686090619	605.0	605.0	0.135	0.0	-68.8	
4578	Spectrogram 1	1	54548.631746148	54548.797396739	593.8	593.8	0.166	0.0	-67.6	
4579	Spectrogram 1	1	54552.350603934	54552.472905115	571.4	571.4	0.122	0.0	-69.0	
4580	Spectrogram 1	1	54556.094838196	54556.229913492	549.0	549.0	0.135	0.0	-70.0	
4581	Spectrogram 1	1	54559.496193028	54559.631268323	532.2	532.2	0.135	0.0	-68.5	
4582	Spectrogram 1	1	55062.801390347	55062.801390347	1451.0	1451.0	0.000	0.0	-62.5	
4583	Spectrogram 1	1	55069.311621171	55069.311621171	1439.8	1439.8	0.000	0.0	-78.8	
4584	Spectrogram 1	1	55073.032777184	55073.032777184	1316.5	1316.5	0.000	0.0	-75.4	
4585	Spectrogram 1	1	55066.508730411	55066.704956297	565.8	565.8	0.196	0.0	-67.0	
4586	Spectrogram 1	1	55072.999464188	55073.115714188	498.6	498.6	0.116	0.0	-77.0	
4587	Spectrogram 1	1	55378.354084227	55378.470334227	1254.9	1254.9	0.116	0.0	-70.2	
4588	Spectrogram 1	1	55382.307318490	55382.434818490	1277.3	1277.3	0.127	0.0	-72.0	
4589	Spectrogram 1	1	55390.208690559	55390.301690559	1232.5	1232.5	0.093	0.0	-66.4	
4590	Spectrogram 1	1	55381.293469565	55381.354620156	806.7	806.7	0.061	0.0	-73.2	
4591	Spectrogram 1	1	55387.673652162	55387.673652162	694.7	694.7	0.000	0.0	-77.0	
4592	Spectrogram 1	1	55394.722901192	55394.722901192	711.5	711.5	0.000	0.0	-84.6	
4593	Spectrogram 1	1	55436.894652600	55437.010902600	1366.9	1366.9	0.116	0.0	-76.1	
4594	Spectrogram 1	1	55440.748585681	55440.853085681	1344.5	1344.5	0.105	0.0	-74.9	
4595	Spectrogram 1	1	55446.444611780	55446.444611780	1249.3	1249.3	0.000	0.0	-71.7	
4596	Spectrogram 1	1	55570.629266293	55570.629266293	1423.0	1423.0	0.000	0.0	-76.8	
4597	Spectrogram 1	1	55576.495970050	55576.600470050	1333.3	1333.3	0.104	0.0	-77.5	
4598	Spectrogram 1	1	55580.785282561	55580.889782561	1322.1	1322.1	0.104	0.0	-73.0	
4599	Spectrogram 1	1	55584.658290938	55584.812441528	1288.5	1288.5	0.154	0.0	-73.2	
4600	Spectrogram 1	1	55587.130886909	55587.254462204	1266.1	1266.1	0.124	0.0	-73.4	
4601	Spectrogram 1	1	55591.512175306	55591.586100011	1238.1	1243.7	0.074	5.6	-74.4	
4602	Spectrogram 1	1	55576.467847011	55576.725223488	621.8	627.5	0.257	5.6	-71.5	
4603	Spectrogram 1	1	55581.000737772	55581.307514839	599.4	599.4	0.307	0.0	-70.4	
4604	Spectrogram 1	1	55587.113068005	55587.339869187	655.5	655.5	0.227	0.0	-74.0	
4605	Spectrogram 1	1	55591.939961719	55592.105612310	661.1	661.1	0.166	0.0	-73.9	
4606	Spectrogram 1	1	55596.650253071	55596.711403661	672.3	672.3	0.061	0.0	-77.8	
4607	Spectrogram 1	1	55961.621768278	55961.726268278	1434.2	1434.2	0.105	0.0	-73.7	
4608	Spectrogram 1	1	55966.106282561	55966.259159038	1355.7	1355.7	0.153	0.0	-73.4	
4609	Spectrogram 1	1	55971.801034546	55971.862185136	1350.1	1350.1	0.061	0.0	-61.1	
4610	Spectrogram 1	1	55974.487907584	55974.579633470	1366.9	1366.9	0.092	0.0	-78.2	
4611	Spectrogram 1	1	55978.714795391	55978.819295391	1333.3	1333.3	0.105	0.0	-62.4	
4612	Spectrogram 1	1	55966.897650177	55967.032725473	722.7	722.7	0.135	0.0	-70.4	
4613	Spectrogram 1	1	55972.642052752	55972.868853934	649.9	649.9	0.227	0.0	-79.0	
4614	Spectrogram 1	1	55977.388720580	55977.634597057	672.3	672.3	0.246	0.0	-67.2	
4615	Spectrogram 1	1	55981.359756024	55981.464256024	694.7	694.7	0.105	0.0	-70.9	
4616	Spectrogram 1	1	56414.681192013	56414.681192013	1215.7	1215.7	0.000	0.0	-70.3	
4617	Spectrogram 1	1	56422.626765854	56422.761841150	1165.3	1165.3	0.135	0.0	-71.5	
4618	Spectrogram 1	1	56428.292216657	56428.322791953	1126.1	1126.1	0.031	0.0	-66.3	
4619	Spectrogram 1	1	56408.091741695	56408.226816990	644.3	644.3	0.135	0.0	-68.6	
4620	Spectrogram 1	1	56417.719206781	56417.884857372	739.5	739.5	0.166	0.0	-68.5	
4621	Spectrogram 1	1	56424.894347057	56424.998847057	694.7	694.7	0.105	0.0	-68.2	
4622	Spectrogram 1	1	57056.306480411	57056.337055706	1523.8	1523.8	0.031	0.0	-75.2	
4623	Spectrogram 1	1	57062.723289484	57062.723289484	1456.6	1456.6	0.000	0.0	-74.4	
4624	Spectrogram 1	1	57067.592508493	57067.697008493	1423.0	1423.0	0.105	0.0	-72.5	
4625	Spectrogram 1	1	57060.481229926	57060.481229926	1366.9	1366.9	0.000	0.0	-50.6	
4626	Spectrogram 1	1	57066.718595073	57066.718595073	812.3	812.3	0.000	0.0	-72.2	
4627	Spectrogram 1	1	57071.501827351	57071.501827351	1417.4	1417.4	0.000	0.0	-59.7	
4628	Spectrogram 1	1	57072.895507963	57073.011507963	1238.1	1238.1	0.116	0.0	-66.0	
4629	Spectrogram 1	1	57074.884339165	57074.884339165	1305.3	1305.3	0.000	0.0	-67.3	
4630	Spectrogram 1	1	57081.965187605	57082.069687605	1322.1	1322.1	0.104	0.0	-59.3	
4631	Spectrogram 1	1	57262.960704797	57262.960704797	1148.5	1148.5	0.000	0.0	-67.4	
4632	Spectrogram 1	1	57266.167107857	57266.332758447	1193.3	1193.3	0.166	0.0	-76.1	
4633	Spectrogram 1	1	57271.660606887	57271.752332773	1294.1	1294.1	0.092	0.0	-72.2	
4634	Spectrogram 1	1	57275.448190559	57275.674741741	1366.9	1372.5	0.227	5.6	-75.1	
4635	Spectrogram 1	1	57277.190723534	57277.264648239	588.2	588.2	0.074	0.0	-67.0	
4636	Spectrogram 1	1	57272.460573913	57272.491149208	621.8	621.8	0.031	0.0	-79.4	
4637	Spectrogram 1	1	57268.818110810	57268.848686106	633.1	633.1	0.031	0.0	-72.4	
4638	Spectrogram 1	1	57266.349258932	57266.379834227	689.1	689.1	0.031	0.0	-73.1	
4639	Spectrogram 1	1	57263.085449374	57263.238325851	784.3	801.1	0.153	16.8	-74.4	
4640	Spectrogram 1	1	57260.450946905	57260.524871610	1092.4	1098.0	0.074	5.6	-72.2	
4641	Spectrogram 1	1	57259.523633909	57259.628133909	1305.3	1310.9	0.105	5.6	-71.7	
4642	Spectrogram 1	1	58039.172580789	58039.277080789	1282.9	1282.9	0.105	0.0	-71.9	
4643	Spectrogram 1	1	58044.588402162	58044.734977457	1327.7	1327.7	0.147	0.0	-75.5	
4644	Spectrogram 1	1	58050.295928260	58050.431003555	1316.5	1316.5	0.135	0.0	-73.1	
4645	Spectrogram 1	1	58050.898404146	58051.002904146	470.6	470.6	0.105	0.0	-75.5	
4646	Spectrogram 1	1	58046.901811613	58047.006311613	453.8	453.8	0.105	0.0	-73.3	
4647	Spectrogram 1	1	58043.113194967	58043.130996148	509.8	509.8	0.018	0.0	-67.7	
4648	Spectrogram 1	1	58038.064518278	58038.095093573	515.4	515.4	0.031	0.0	-79.1	
4649	Spectrogram 1	1	58034.922759901	58034.966109311	554.6	554.6	0.043	0.0	-72.2	
4650	Spectrogram 1	1	58032.283230365	58032.345655069	565.8	565.8	0.062	0.0	-75.9	
4651	Spectrogram 1	1	58030.288080259	58030.288080259	1361.3	1361.3	0.000	0.0	-63.6	
4652	Spectrogram 1	1	58034.296163930	58034.296163930	1355.7	1355.7	0.000	0.0	-64.1	
4653	Spectrogram 1	1	58058.529590181	58058.634090181	1025.2	1025.2	0.105	0.0	-69.0	
4654	Spectrogram 1	1	58056.321858872	58056.321858872	1294.1	1294.1	0.000	0.0	-66.3	
4655	Spectrogram 1	1	58056.379006509	58056.544657100	605.0	610.6	0.166	5.6	-67.9	
4656	Spectrogram 1	1	58063.475195012	58063.640845603	515.4	521.0	0.166	5.6	-70.2	
4657	Spectrogram 1	1	58064.921255055	58065.025505055	1215.7	1215.7	0.104	0.0	-66.1	
4658	Spectrogram 1	1	58158.739966566	58158.844466566	1540.6	1540.6	0.105	0.0	-76.5	
4659	Spectrogram 1	1	58162.907227896	58163.023227896	1417.4	1417.4	0.116	0.0	-84.9	
4660	Spectrogram 1	1	58162.665345512	58162.665345512	571.4	571.4	0.000	0.0	-69.5	
4661	Spectrogram 1	1	58168.990428699	58169.083178699	616.2	616.2	0.093	0.0	-75.6	
4662	Spectrogram 1	1	58308.553164945	58308.657664945	1456.6	1456.6	0.105	0.0	-87.0	
4663	Spectrogram 1	1	58309.014264355	58309.107264355	1310.9	1310.9	0.093	0.0	-66.7	
4664	Spectrogram 1	1	58309.800442013	58309.904942013	1109.2	1109.2	0.104	0.0	-64.8	
4665	Spectrogram 1	1	58311.186797330	58311.186797330	1350.1	1350.1	0.000	0.0	-65.2	
4666	Spectrogram 1	1	58311.111589650	58311.216089650	1658.3	1658.3	0.105	0.0	-71.7	
4667	Spectrogram 1	1	58310.742129017	58310.835129017	1523.8	1523.8	0.093	0.0	-63.3	
4668	Spectrogram 1	1	58309.694813067	58309.799313067	823.5	823.5	0.105	0.0	-66.0	
4669	Spectrogram 1	1	58307.545934121	58307.650434121	1148.5	1148.5	0.105	0.0	-75.2	
4670	Spectrogram 1	1	58313.201330789	58313.294080789	1103.6	1103.6	0.093	0.0	-76.4	
4671	Spectrogram 1	1	58316.079152646	58316.172152646	1395.0	1395.0	0.093	0.0	-67.1	
4672	Spectrogram 1	1	58319.306076866	58319.336652162	1574.2	1574.2	0.031	0.0	-67.1	
4673	Spectrogram 1	1	58320.869411023	58320.973911023	1747.9	1747.9	0.105	0.0	-83.6	
4675	Spectrogram 1	1	58328.430693028	58328.430693028	1557.4	1557.4	0.000	0.0	-76.6	
4676	Spectrogram 1	1	58330.610310159	58330.610310159	1529.4	1529.4	0.000	0.0	-74.8	
4677	Spectrogram 1	1	58332.196222565	58332.300722565	1507.0	1507.0	0.105	0.0	-59.4	
4678	Spectrogram 1	1	58334.345514401	58334.461514401	1417.4	1417.4	0.116	0.0	-59.2	
4679	Spectrogram 1	1	58334.518912038	58334.592836742	1154.1	1154.1	0.074	0.0	-71.3	
4680	Spectrogram 1	1	58331.317277184	58331.347852480	1176.5	1176.5	0.031	0.0	-60.4	
4681	Spectrogram 1	1	58329.582232395	58329.656157100	1204.5	1204.5	0.074	0.0	-65.2	
4682	Spectrogram 1	1	58328.153964673	58328.153964673	1232.5	1232.5	0.000	0.0	-71.6	
4683	Spectrogram 1	1	58325.948790453	58326.022715158	1243.7	1243.7	0.074	0.0	-66.5	
4684	Spectrogram 1	1	58321.349496311	58321.423421016	1226.9	1232.5	0.074	5.6	-71.8	
4685	Spectrogram 1	1	58318.923993842	58318.954569137	1165.3	1165.3	0.031	0.0	-62.9	
4686	Spectrogram 1	1	58316.669169031	58316.743093736	1070.0	1070.0	0.074	0.0	-71.7	
4687	Spectrogram 1	1	58315.619554854	58315.712304854	840.3	840.3	0.093	0.0	-66.8	
4688	Spectrogram 1	1	58318.246301416	58318.392876711	627.5	627.5	0.147	0.0	-69.3	
4689	Spectrogram 1	1	58322.901243357	58323.097469244	588.2	588.2	0.196	0.0	-74.2	
4690	Spectrogram 1	1	58327.460956460	58327.576956460	593.8	593.8	0.116	0.0	-72.0	
4691	Spectrogram 1	1	58333.382509625	58333.487009625	616.2	616.2	0.105	0.0	-86.0	
4692	Spectrogram 1	1	58393.564959898	58393.669459898	1490.2	1490.2	0.105	0.0	-66.6	
4693	Spectrogram 1	1	58394.453080467	58394.557580467	1322.1	1322.1	0.105	0.0	-62.7	
4694	Spectrogram 1	1	58396.068535193	58396.173035193	1540.6	1540.6	0.104	0.0	-68.4	
4695	Spectrogram 1	1	58708.231260549	58708.324260549	1518.2	1518.2	0.093	0.0	-66.2	
4696	Spectrogram 1	1	58713.113253672	58713.143828968	1445.4	1445.4	0.031	0.0	-71.2	
4697	Spectrogram 1	1	58717.206590298	58717.372240888	1434.2	1439.8	0.166	5.6	-67.3	
4698	Spectrogram 1	1	58721.525453991	58721.782580467	1400.6	1400.6	0.257	0.0	-69.4	
4699	Spectrogram 1	1	58712.731260064	58712.731260064	1070.0	1070.0	0.000	0.0	-80.1	
4700	Spectrogram 1	1	58715.643660170	58715.765961352	1030.8	1030.8	0.122	0.0	-69.4	
4701	Spectrogram 1	1	58720.665505657	58720.861731543	941.2	946.8	0.196	5.6	-76.0	
4702	Spectrogram 1	1	58722.893749265	58723.009749265	918.8	918.8	0.116	0.0	-71.5	
4703	Spectrogram 1	1	58727.380983527	58727.380983527	1423.0	1423.0	0.000	0.0	-64.8	
4704	Spectrogram 1	1	58731.779823106	58732.006624288	1344.5	1344.5	0.227	0.0	-68.0	
4705	Spectrogram 1	1	58734.997976166	58735.377653824	1322.1	1327.7	0.380	5.6	-76.8	
4706	Spectrogram 1	1	58738.173803930	58738.278303930	1271.7	1271.7	0.105	0.0	-66.3	
4707	Spectrogram 1	1	58729.555564730	58729.690640025	806.7	806.7	0.135	0.0	-69.0	
4708	Spectrogram 1	1	58732.670241904	58732.927618380	745.1	745.1	0.257	0.0	-67.6	
4709	Spectrogram 1	1	58735.766093782	58735.992894963	694.7	694.7	0.227	0.0	-72.5	
4710	Spectrogram 1	1	58738.819620365	58738.924120365	638.7	638.7	0.105	0.0	-80.3	
4711	Spectrogram 1	1	58730.458757641	58730.458757641	369.7	369.7	0.000	0.0	-65.4	
4712	Spectrogram 1	1	58725.929610973	58726.003535678	375.4	375.4	0.074	0.0	-68.5	
4713	Spectrogram 1	1	58722.147045508	58722.190394917	392.2	392.2	0.043	0.0	-75.5	
4714	Spectrogram 1	1	58719.037386541	58719.141886541	397.8	397.8	0.105	0.0	-75.2	
4715	Spectrogram 1	1	58714.563339283	58714.667839283	599.4	599.4	0.105	0.0	-70.7	
4716	Spectrogram 1	1	59051.397858020	59051.502358020	1361.3	1361.3	0.105	0.0	-73.4	
4717	Spectrogram 1	1	59055.985598189	59056.108923485	1406.2	1406.2	0.123	0.0	-69.3	
4718	Spectrogram 1	1	59060.416287178	59060.446862473	1389.4	1389.4	0.031	0.0	-64.0	
4719	Spectrogram 1	1	59063.634440237	59063.750440237	1366.9	1366.9	0.116	0.0	-72.9	
4720	Spectrogram 1	1	59054.023743357	59054.189143948	868.3	873.9	0.165	5.6	-74.0	
4721	Spectrogram 1	1	59059.486417093	59059.516992388	896.4	896.4	0.031	0.0	-88.2	
4722	Spectrogram 1	1	59063.854931376	59063.959431376	845.9	845.9	0.104	0.0	-72.6	
4723	Spectrogram 1	1	59061.853625257	59061.958125257	549.0	549.0	0.105	0.0	-56.6	
4724	Spectrogram 1	1	59372.062932300	59372.062932300	1484.6	1484.6	0.000	0.0	-69.2	
4725	Spectrogram 1	1	59384.964423969	59384.964423969	1507.0	1507.0	0.000	0.0	-58.3	
4726	Spectrogram 1	1	59371.313785147	59371.313785147	1378.2	1378.2	0.000	0.0	-63.4	
4727	Spectrogram 1	1	59388.348209898	59388.421884603	1479.0	1479.0	0.074	0.0	-67.6	
4728	Spectrogram 1	1	59388.380231058	59388.472981058	1266.1	1266.1	0.093	0.0	-78.5	
4729	Spectrogram 1	1	59385.251496796	59385.313671500	1165.3	1165.3	0.062	0.0	-77.5	
4730	Spectrogram 1	1	59383.396449053	59383.470123757	1366.9	1366.9	0.074	0.0	-65.8	
4731	Spectrogram 1	1	59381.228073060	59381.301997765	918.8	918.8	0.074	0.0	-84.8	
4732	Spectrogram 1	1	59379.428124726	59379.532624726	1182.1	1182.1	0.104	0.0	-62.9	
4733	Spectrogram 1	1	59393.020074075	59393.124574075	1204.5	1204.5	0.105	0.0	-65.1	
4734	Spectrogram 1	1	59399.327356081	59399.462431376	1361.3	1366.9	0.135	5.6	-72.6	
4735	Spectrogram 1	1	59401.488147917	59401.579873803	1417.4	1423.0	0.092	5.6	-71.1	
4736	Spectrogram 1	1	59403.331686799	59403.527912685	1451.0	1456.6	0.196	5.6	-72.7	
4737	Spectrogram 1	1	59404.741894479	59404.846394479	1316.5	1316.5	0.105	0.0	-74.5	
4738	Spectrogram 1	1	59404.426087390	59404.438861504	1204.5	1210.1	0.013	5.6	-63.6	
4739	Spectrogram 1	1	59401.639732558	59401.755982558	1103.6	1103.6	0.116	0.0	-63.4	
4740	Spectrogram 1	1	59398.926278317	59399.030778317	980.4	980.4	0.105	0.0	-70.2	
4741	Spectrogram 1	1	59396.916055869	59396.959405278	924.4	924.4	0.043	0.0	-66.8	
4742	Spectrogram 1	1	59394.477779286	59394.521128695	806.7	806.7	0.043	0.0	-69.2	
4743	Spectrogram 1	1	59392.180629180	59392.254553885	778.7	778.7	0.074	0.0	-74.2	
4744	Spectrogram 1	1	59389.986954960	59390.091454960	761.9	761.9	0.105	0.0	-67.4	
4745	Spectrogram 1	1	59387.456952491	59387.561452491	745.1	745.1	0.105	0.0	-69.0	
4746	Spectrogram 1	1	59385.446730043	59385.520654748	705.9	705.9	0.074	0.0	-72.0	
4747	Spectrogram 1	1	59383.314206414	59383.388131118	722.7	722.7	0.074	0.0	-77.8	
4748	Spectrogram 1	1	59381.286182785	59381.316758080	683.5	689.1	0.031	5.6	-73.5	
4749	Spectrogram 1	1	59382.181637510	59382.286137510	1619.0	1619.0	0.104	0.0	-72.5	
4750	Spectrogram 1	1	59408.534976166	59408.651226166	1019.6	1025.2	0.116	5.6	-68.7	
4751	Spectrogram 1	1	59409.411605596	59409.504605596	1473.4	1473.4	0.093	0.0	-85.3	
4752	Spectrogram 1	1	59411.358370365	59411.358370365	1383.8	1389.4	0.000	5.6	-79.0	
4753	Spectrogram 1	1	59412.283376272	59412.283376272	1025.2	1036.4	0.000	11.2	-71.9	
4754	Spectrogram 1	1	59411.759593297	59411.759593297	700.3	700.3	0.000	0.0	-68.2	
4755	Spectrogram 1	1	59410.190199098	59410.190199098	381.0	381.0	0.000	0.0	-88.7	
4756	Spectrogram 1	1	59407.587546039	59407.587546039	465.0	465.0	0.000	0.0	-74.2	
4757	Spectrogram 1	1	59407.491817199	59407.596317199	1271.7	1282.9	0.105	11.2	-69.2	
4758	Spectrogram 1	1	59408.263946629	59408.379946629	1607.8	1607.8	0.116	0.0	-78.8	
4759	Spectrogram 1	1	60210.295683269	60210.295683269	1747.9	1747.9	0.000	0.0	-77.3	
4760	Spectrogram 1	1	60211.887044493	60211.887044493	1719.9	1725.5	0.000	5.6	-72.3	
4761	Spectrogram 1	1	60213.149652763	60213.180228059	1366.9	1366.9	0.031	0.0	-71.7	
4762	Spectrogram 1	1	60216.031477574	60216.062052869	1596.6	1596.6	0.031	0.0	-71.8	
4763	Spectrogram 1	1	60218.014868819	60218.211094705	1361.3	1372.5	0.196	11.2	-62.4	
4764	Spectrogram 1	1	60221.245795993	60221.245795993	1809.5	1809.5	0.000	0.0	-58.9	
4765	Spectrogram 1	1	60224.035894917	60224.140394917	1428.6	1428.6	0.105	0.0	-62.6	
4766	Spectrogram 1	1	60224.870199053	60225.005274348	896.4	902.0	0.135	5.6	-63.0	
4767	Spectrogram 1	1	60221.149034178	60221.284109474	812.3	812.3	0.135	0.0	-73.3	
4768	Spectrogram 1	1	60228.629927408	60228.734427408	1282.9	1282.9	0.105	0.0	-70.0	
4769	Spectrogram 1	1	60732.573057807	60732.573057807	1473.4	1473.4	0.000	0.0	-72.1	
4770	Spectrogram 1	1	60736.281439707	60736.281439707	1445.4	1445.4	0.000	0.0	-73.1	
4771	Spectrogram 1	1	60739.407866881	60739.438442176	1479.0	1479.0	0.031	0.0	-66.0	
4772	Spectrogram 1	1	60743.042574075	60743.042574075	1467.8	1467.8	0.000	0.0	-73.4	
4773	Spectrogram 1	1	60745.924148886	60745.985299477	1467.8	1467.8	0.061	0.0	-73.6	
4774	Spectrogram 1	1	60748.591946629	60748.683672515	1445.4	1445.4	0.092	0.0	-70.7	
4775	Spectrogram 1	1	60751.687798508	60751.731147917	1423.0	1423.0	0.043	0.0	-74.5	
4776	Spectrogram 1	1	60733.291937723	60733.415263018	935.6	935.6	0.123	0.0	-68.9	
4777	Spectrogram 1	1	60737.293298462	60737.478024348	907.6	907.6	0.185	0.0	-70.4	
4778	Spectrogram 1	1	60741.765038632	60741.888613927	885.2	885.2	0.124	0.0	-63.0	
4779	Spectrogram 1	1	60744.867191691	60745.002266987	907.6	907.6	0.135	0.0	-70.7	
4780	Spectrogram 1	1	60747.351537662	60747.620414139	930.0	935.6	0.269	5.6	-75.0	
4781	Spectrogram 1	1	60751.749103127	60751.914753718	907.6	913.2	0.166	5.6	-70.8	
4782	Spectrogram 1	1	60753.365840828	60753.365840828	890.8	890.8	0.000	0.0	-64.0	
4783	Spectrogram 1	1	61678.102292024	61678.102292024	1775.9	1775.9	0.000	0.0	-77.9	
4784	Spectrogram 1	1	61681.431246265	61681.566321561	1691.9	1691.9	0.135	0.0	-73.1	
4785	Spectrogram 1	1	61685.077203460	61685.273429346	1647.1	1647.1	0.196	0.0	-73.7	
4786	Spectrogram 1	1	61689.830422470	61689.934922470	1512.6	1512.6	0.105	0.0	-70.0	
4787	Spectrogram 1	1	61683.033676877	61683.125402763	1002.8	1002.8	0.092	0.0	-62.3	
4788	Spectrogram 1	1	61685.474673439	61685.823775802	958.0	963.6	0.349	5.6	-71.9	
4789	Spectrogram 1	1	61688.570525317	61688.906853566	896.4	902.0	0.336	5.6	-72.8	
4790	Spectrogram 1	1	61691.989931331	61692.205232512	958.0	958.0	0.215	0.0	-75.2	
4791	Spectrogram 1	1	61693.624470213	61693.728720213	1025.2	1025.2	0.104	0.0	-74.0	
4792	Spectrogram 1	1	62516.453898356	62516.453898356	1417.4	1417.4	0.000	0.0	-53.2	
4793	Spectrogram 1	1	62518.719190192	62518.719190192	1355.7	1355.7	0.000	0.0	-77.9	
4794	Spectrogram 1	1	62523.148605066	62523.253105066	1316.5	1316.5	0.105	0.0	-58.6	
4795	Spectrogram 1	1	62527.430842282	62527.522568168	1316.5	1322.1	0.092	5.6	-79.5	
4796	Spectrogram 1	1	62530.025739435	62530.344266502	1316.5	1322.1	0.319	5.6	-60.2	
4797	Spectrogram 1	1	62534.479678423	62534.798205490	1316.5	1316.5	0.319	0.0	-71.1	
4798	Spectrogram 1	1	62537.502629710	62537.729430892	1294.1	1294.1	0.227	0.0	-57.3	
4799	Spectrogram 1	1	62541.497939268	62541.663589859	1226.9	1226.9	0.166	0.0	-71.0	
4800	Spectrogram 1	1	62543.635481104	62543.751731104	1154.1	1154.1	0.116	0.0	-70.8	
4801	Spectrogram 1	1	62539.724563276	62539.724563276	924.4	924.4	0.000	0.0	-80.9	
4802	Spectrogram 1	1	62535.055314245	62535.055314245	666.7	666.7	0.000	0.0	-73.9	
4803	Spectrogram 1	1	62529.364556354	62529.469056354	605.0	605.0	0.105	0.0	-71.9	
4804	Spectrogram 1	1	62525.777192661	62525.838343251	577.0	577.0	0.061	0.0	-78.9	
4805	Spectrogram 1	1	62521.737250719	62521.799675423	873.9	879.6	0.062	5.6	-62.5	
4806	Spectrogram 1	1	62517.912609958	62517.912609958	930.0	930.0	0.000	0.0	-63.3	
4807	Spectrogram 1	1	62514.386396856	62514.447547447	1103.6	1109.2	0.061	5.6	-74.8	
4808	Spectrogram 1	1	62776.045510064	62776.138260064	1333.3	1333.3	0.093	0.0	-76.0	
